Código,Producto,1) EF/TRANS,CRED/ DEB/ QR,CREDITO 3 PAGOS,CREDITO 6 CUOTAS,HOT SALE,MAYORISTA,MELI,MELI 12 CUOTAS,MELI 3 CUOTAS,MELI 6 CUOTAS,MELI 9 CUOTAS,MELI BAJO INTERES,DEPOSITO HOWLER,DEPOSITO SAN JOSE,FULL,LOCAL SAN JUAN,Código Barra,Rubro,Sub Rubro,Marca,Descripción,Talle,Color,Unidad,Observaciones
3X2-HAGEN-44453,PROMO CATIT CREAMY SOBRES SALMON,"8,400.00","8,904.00","9,744.00","10,668.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,HAGEN,,HAGEN,,,,UNIDAD,
